against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1523,251,247,0,2035,212,298,7,7,Geelong,133.617859487853,23,64,16
1729,217,246,0,2004,252,293,14,6,Richmond,115.905147484095,23,64,17
1806,240,293,0,2069,261,296,2,7,"Brisbane Lions",114.562569213732,23,64,16
1652,230,248,0,1946,237,283,4,7,Collingwood,117.796610169492,23,60,16
1752,264,224,0,2018,248,299,17,7,"West Coast",115.182648401826,23,60,16
1724,218,245,0,2039,251,299,9,9,"Greater Western Sydney",118.271461716937,23,52,14
1923,243,274,0,1996,280,287,18,11,"Western Bulldogs",103.796151846074,23,48,12
1900,280,227,0,1763,270,256,5,11,Essendon,92.7894736842105,23,48,12
1602,234,242,0,1742,228,250,10,11,Hawthorn,108.739076154806,22,44,11
1714,220,264,0,1806,249,257,13,11,"Port Adelaide",105.36756126021,22,44,11
1761,249,240,0,1776,252,256,1,12,Adelaide,100.851788756388,22,40,10
1834,244,234,0,1824,265,265,12,12,"North Melbourne",99.4547437295529,22,40,10
1718,248,229,0,1579,245,225,6,13,Fremantle,91.9091967403958,22,36,9
1961,197,247,0,1645,294,233,15,13,"St Kilda",83.8857725650178,22,36,9
1746,270,218,0,1706,246,248,16,14,Sydney,97.709049255441,22,32,8
1905,249,223,0,1609,276,231,3,15,Carlton,84.4619422572178,22,28,7
1995,213,231,0,1569,297,223,11,17,Melbourne,78.6466165413534,22,20,5
2232,252,187,0,1351,330,194,8,19,"Gold Coast",60.5286738351254,22,12,3
