abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
10,18,118,Collingwood,4,100,"2002-03-28 19:45:00",11,24,155,Richmond,14,10341,0,0,"2002-03-28 19:45:00",1,"Round 1","Full Time",+11:00,1017305100,"2022-01-25 11:07:25",M.C.G.,Richmond,14,2002
5,10,65,Carlton,3,100,"2002-03-30 14:10:00",5,14,89,"St Kilda",15,10342,0,0,"2002-03-30 14:10:00",1,"Round 1","Full Time",+11:00,1017457800,"2022-01-25 11:07:25",Docklands,"St Kilda",15,2002
18,18,126,Essendon,5,100,"2002-03-30 19:10:00",10,11,76,Geelong,7,10343,0,0,"2002-03-30 19:10:00",1,"Round 1","Full Time",+11:00,1017475800,"2022-01-25 11:07:25",M.C.G.,Essendon,5,2002
11,12,83,"North Melbourne",12,100,"2002-03-30 19:10:00",7,11,73,"Port Adelaide",13,10344,0,0,"2002-03-30 18:40:00",1,"Round 1","Full Time",+11:00,1017475800,"2022-01-25 11:07:25","Football Park","North Melbourne",12,2002
8,17,110,"Brisbane Lions",2,100,"2002-03-31 13:10:00",15,12,87,Sydney,16,10345,0,0,"2002-03-31 13:10:00",1,"Round 1","Full Time",+10:00,1017544200,"2022-01-25 11:07:25",S.C.G.,"Brisbane Lions",2,2002
10,18,118,Fremantle,6,100,"2002-03-31 13:40:00",11,21,137,"West Coast",17,10347,0,0,"2002-03-31 11:40:00",1,"Round 1","Full Time",+10:00,1017546000,"2022-01-25 11:07:25",Subiaco,"West Coast",17,2002
16,16,112,Adelaide,1,100,"2002-03-31 14:10:00",21,12,93,"Western Bulldogs",18,10346,0,0,"2002-03-31 14:10:00",1,"Round 1","Full Time",+10:00,1017547800,"2022-01-25 11:07:25",Docklands,Adelaide,1,2002
9,20,129,Melbourne,11,100,"2002-04-01 14:10:00",13,15,103,Hawthorn,10,10348,0,0,"2002-04-01 14:10:00",1,"Round 1","Full Time",+10:00,1017634200,"2022-01-25 11:07:25",M.C.G.,Melbourne,11,2002
12,8,60,Richmond,14,100,"2002-04-05 19:45:00",16,16,112,Essendon,5,10349,0,0,"2002-04-05 19:45:00",2,"Round 2","Full Time",+10:00,1017999900,"2022-01-25 11:07:25",M.C.G.,Essendon,5,2002
9,17,111,Sydney,16,100,"2002-04-06 14:10:00",9,4,33,Carlton,3,10350,0,0,"2002-04-06 14:10:00",2,"Round 2","Full Time",+10:00,1018066200,"2022-01-25 11:07:25","Princes Park",Sydney,16,2002
11,18,119,"West Coast",17,100,"2002-04-06 14:10:00",18,17,120,Collingwood,4,10351,0,0,"2002-04-06 14:10:00",2,"Round 2","Full Time",+10:00,1018066200,"2022-01-25 11:07:25",M.C.G.,Collingwood,4,2002
7,12,79,Geelong,7,100,"2002-04-06 19:10:00",14,16,110,Adelaide,1,10353,0,0,"2002-04-06 18:40:00",2,"Round 2","Full Time",+10:00,1018084200,"2022-01-25 11:07:25","Football Park",Adelaide,1,2002
13,14,97,"Western Bulldogs",18,100,"2002-04-06 19:10:00",14,16,110,"North Melbourne",12,10352,0,0,"2002-04-06 19:10:00",2,"Round 2","Full Time",+10:00,1018084200,"2022-01-25 11:07:25",Docklands,"North Melbourne",12,2002
10,6,46,Hawthorn,10,100,"2002-04-07 13:10:00",22,21,148,"Brisbane Lions",2,10354,0,0,"2002-04-07 13:10:00",2,"Round 2","Full Time",+10:00,1018149000,"2022-01-25 11:07:25",Gabba,"Brisbane Lions",2,2002
7,11,73,"St Kilda",15,100,"2002-04-07 13:40:00",16,10,76,Fremantle,6,10356,0,0,"2002-04-07 11:40:00",2,"Round 2","Full Time",+10:00,1018150800,"2022-01-25 11:07:25",Subiaco,Fremantle,6,2002
16,11,82,"Port Adelaide",13,100,"2002-04-07 14:10:00",13,16,109,Melbourne,11,10355,0,0,"2002-04-07 14:10:00",2,"Round 2","Full Time",+10:00,1018152600,"2022-01-25 11:07:25",M.C.G.,Melbourne,11,2002
13,7,55,Collingwood,4,100,"2002-04-12 19:45:00",9,11,75,Carlton,3,10357,0,0,"2002-04-12 19:45:00",3,"Round 3","Full Time",+10:00,1018604700,"2022-01-25 11:07:25",M.C.G.,Carlton,3,2002
6,13,84,Sydney,16,100,"2002-04-13 14:10:00",12,17,114,Adelaide,1,10359,0,0,"2002-04-13 13:40:00",3,"Round 3","Full Time",+10:00,1018671000,"2022-01-25 11:07:25","Football Park",Adelaide,1,2002
10,11,76,Melbourne,11,100,"2002-04-13 14:10:00",18,13,96,Richmond,14,10358,0,0,"2002-04-13 14:10:00",3,"Round 3","Full Time",+10:00,1018671000,"2022-01-25 11:07:25",M.C.G.,Richmond,14,2002
13,9,67,Essendon,5,100,"2002-04-13 19:10:00",15,17,117,"Brisbane Lions",2,10360,0,0,"2002-04-13 19:10:00",3,"Round 3","Full Time",+10:00,1018689000,"2022-01-25 11:07:25",Gabba,"Brisbane Lions",2,2002
9,11,75,Geelong,7,100,"2002-04-13 19:10:00",7,10,67,"North Melbourne",12,10361,0,0,"2002-04-13 19:10:00",3,"Round 3","Full Time",+10:00,1018689000,"2022-01-25 11:07:25",Docklands,Geelong,7,2002
13,11,79,Fremantle,6,100,"2002-04-14 13:10:00",11,13,89,Hawthorn,10,10362,0,0,"2002-04-14 13:10:00",3,"Round 3","Full Time",+10:00,1018753800,"2022-01-25 11:07:25","York Park",Hawthorn,10,2002
15,11,81,"Western Bulldogs",18,100,"2002-04-14 13:40:00",11,17,113,"West Coast",17,10364,0,0,"2002-04-14 11:40:00",3,"Round 3","Full Time",+10:00,1018755600,"2022-01-25 11:07:25",Subiaco,"West Coast",17,2002
19,20,139,"Port Adelaide",13,100,"2002-04-14 14:10:00",8,8,56,"St Kilda",15,10363,0,0,"2002-04-14 14:10:00",3,"Round 3","Full Time",+10:00,1018757400,"2022-01-25 11:07:25",Docklands,"Port Adelaide",13,2002
15,11,81,Adelaide,1,100,"2002-04-19 19:45:00",8,19,122,Essendon,5,10365,0,0,"2002-04-19 19:45:00",4,"Round 4","Full Time",+10:00,1019209500,"2022-01-25 11:07:25",Docklands,Essendon,5,2002
9,9,63,Hawthorn,10,100,"2002-04-20 14:10:00",14,15,104,Collingwood,4,10366,0,0,"2002-04-20 14:10:00",4,"Round 4","Full Time",+10:00,1019275800,"2022-01-25 11:07:25",M.C.G.,Collingwood,4,2002
13,15,103,"West Coast",17,100,"2002-04-20 14:10:00",11,21,137,Melbourne,11,10367,0,0,"2002-04-20 14:10:00",4,"Round 4","Full Time",+10:00,1019275800,"2022-01-25 11:07:25","Princes Park",Melbourne,11,2002
16,14,100,"North Melbourne",12,100,"2002-04-20 18:30:00",13,15,103,Sydney,16,10368,0,0,"2002-04-20 18:30:00",4,"Round 4","Full Time",+10:00,1019291400,"2022-01-25 11:07:25",S.C.G.,Sydney,16,2002
10,14,94,"Brisbane Lions",2,100,"2002-04-20 19:10:00",6,12,78,"Western Bulldogs",18,10369,0,0,"2002-04-20 19:10:00",4,"Round 4","Full Time",+10:00,1019293800,"2022-01-25 11:07:25",Docklands,"Brisbane Lions",2,2002
11,14,95,Carlton,3,100,"2002-04-21 12:40:00",10,23,148,"Port Adelaide",13,10370,0,0,"2002-04-21 12:10:00",4,"Round 4","Full Time",+10:00,1019356800,"2022-01-25 11:07:25","Football Park","Port Adelaide",13,2002
6,11,72,Richmond,14,100,"2002-04-21 13:40:00",12,21,138,Fremantle,6,10372,0,0,"2002-04-21 11:40:00",4,"Round 4","Full Time",+10:00,1019360400,"2022-01-25 11:07:25",Subiaco,Fremantle,6,2002
8,6,44,"St Kilda",15,100,"2002-04-21 14:10:00",10,26,166,Geelong,7,10371,0,0,"2002-04-21 14:10:00",4,"Round 4","Full Time",+10:00,1019362200,"2022-01-25 11:07:25","Kardinia Park",Geelong,7,2002
9,4,33,Essendon,5,100,"2002-04-25 14:15:00",12,9,66,Collingwood,4,10373,0,0,"2002-04-25 14:15:00",5,"Round 5","Full Time",+10:00,1019708100,"2022-01-25 11:07:25",M.C.G.,Collingwood,4,2002
