abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
6,13,84,Richmond,14,100,"2011-03-24 19:40:00",20,14,104,Carlton,3,1059,0,0,"2011-03-24 19:40:00",1,"Round 1","Full Time",+11:00,1300956000,"2018-06-26 12:16:44",M.C.G.,Carlton,3,2011
11,6,47,"St Kilda",15,100,"2011-03-25 19:45:00",12,6,48,Geelong,7,1060,0,0,"2011-03-25 19:45:00",1,"Round 1","Full Time",+11:00,1301042700,"2018-06-26 12:16:44",M.C.G.,Geelong,7,2011
8,12,80,"Port Adelaide",13,100,"2011-03-26 14:10:00",11,24,155,Collingwood,4,1061,0,0,"2011-03-26 14:10:00",1,"Round 1","Full Time",+11:00,1301109000,"2018-06-26 12:16:44",Docklands,Collingwood,4,2011
13,12,85,Hawthorn,10,100,"2011-03-26 19:40:00",9,16,105,Adelaide,1,1062,0,0,"2011-03-26 19:10:00",1,"Round 1","Full Time",+11:00,1301128800,"2018-06-26 12:16:44","Football Park",Adelaide,1,2011
16,13,94,Fremantle,6,100,"2011-03-26 20:10:00",8,14,92,"Brisbane Lions",2,1063,0,0,"2011-03-26 19:10:00",1,"Round 1","Full Time",+11:00,1301130600,"2018-06-26 12:16:44",Gabba,Fremantle,6,2011
10,8,58,"Western Bulldogs",18,100,"2011-03-27 13:10:00",17,16,113,Essendon,5,1064,0,0,"2011-03-27 13:10:00",1,"Round 1","Full Time",+11:00,1301191800,"2018-06-26 12:16:44",Docklands,Essendon,5,2011
18,11,84,Sydney,16,100,"2011-03-27 14:10:00",18,11,84,Melbourne,11,1065,0,0,"2011-03-27 14:10:00",1,"Round 1","Full Time",+11:00,1301195400,"2018-06-26 12:16:44",M.C.G.,,,2011
10,13,88,"North Melbourne",12,100,"2011-03-27 19:10:00",14,13,92,"West Coast",17,1066,0,0,"2011-03-27 16:10:00",1,"Round 1","Full Time",+11:00,1301213400,"2018-06-26 12:16:44",Subiaco,"West Coast",17,2011
11,14,95,Richmond,14,100,"2011-04-01 19:40:00",17,13,95,"St Kilda",15,1067,0,0,"2011-04-01 19:40:00",2,"Round 2","Full Time",+11:00,1301647200,"2018-06-26 12:16:44",M.C.G.,,,2011
17,21,143,Collingwood,4,100,"2011-04-02 14:10:00",14,7,56,"North Melbourne",12,1068,0,0,"2011-04-02 14:10:00",2,"Round 2","Full Time",+11:00,1301713800,"2018-06-26 12:16:44",Docklands,Collingwood,4,2011
20,16,116,"West Coast",17,100,"2011-04-02 15:10:00",8,15,98,"Port Adelaide",13,1079,0,0,"2011-04-02 14:40:00",2,"Round 2","Full Time",+11:00,1301717400,"2018-06-26 12:16:45","Football Park","West Coast",17,2011
15,26,171,Carlton,3,100,"2011-04-02 19:50:00",10,7,52,"Gold Coast",8,1080,0,0,"2011-04-02 18:50:00",2,"Round 2","Full Time",+11:00,1301734200,"2018-06-26 12:16:45",Gabba,Carlton,3,2011
