abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
9,12,81,Carlton,3,100,"2020-03-19 19:40:00",9,16,105,Richmond,14,4396,0,0,"2020-03-19 19:40:00",1,"Round 1","Full Time",+11:00,1584607200,"2020-03-19 22:02:03",M.C.G.,Richmond,14,2020
8,13,86,Collingwood,4,100,"2020-03-20 19:50:00",4,5,34,"Western Bulldogs",18,4397,0,0,"2020-03-20 19:50:00",1,"Round 1","Full Time",+11:00,1584694200,"2020-03-20 22:06:02",Docklands,Collingwood,4,2020
9,8,57,Fremantle,6,100,"2020-03-21 14:10:00",9,9,63,Essendon,5,4400,0,0,"2020-03-21 14:10:00",1,"Round 1","Full Time",+11:00,1584760200,"2020-03-21 16:26:03",Docklands,Essendon,5,2020
8,11,74,Sydney,16,100,"2020-03-21 17:05:00",5,11,71,Adelaide,1,4401,0,0,"2020-03-21 16:35:00",1,"Round 1","Full Time",+11:00,1584770700,"2020-03-21 19:24:02","Adelaide Oval",Sydney,16,2020
16,10,76,"Port Adelaide",13,100,"2020-03-21 19:40:00",5,4,29,"Gold Coast",8,4403,0,0,"2020-03-21 18:40:00",1,"Round 1","Full Time",+11:00,1584780000,"2020-03-21 21:56:02",Carrara,"Port Adelaide",13,2020
7,11,73,Geelong,7,100,"2020-03-21 19:40:00",3,17,105,"Greater Western Sydney",9,4402,0,0,"2020-03-21 19:40:00",1,"Round 1","Full Time",+11:00,1584780000,"2020-03-21 22:02:03","Sydney Showground","Greater Western Sydney",9,2020
12,7,54,"St Kilda",15,100,"2020-03-22 13:05:00",8,8,56,"North Melbourne",12,4404,0,0,"2020-03-22 13:05:00",1,"Round 1","Full Time",+11:00,1584842700,"2020-03-22 15:26:03",Docklands,"North Melbourne",12,2020
8,9,62,"Brisbane Lions",2,100,"2020-03-22 15:35:00",6,14,90,Hawthorn,10,4412,0,0,"2020-03-22 15:35:00",1,"Round 1","Full Time",+11:00,1584851700,"2020-03-22 18:00:03",M.C.G.,Hawthorn,10,2020
9,7,51,Melbourne,11,100,"2020-03-22 18:40:00",6,12,78,"West Coast",17,4413,0,0,"2020-03-22 15:40:00",1,"Round 1","Full Time",+11:00,1584862800,"2020-03-22 20:54:02","Perth Stadium","West Coast",17,2020
6,5,36,Richmond,14,100,"2020-06-11 19:40:00",6,5,36,Collingwood,4,4744,0,0,"2020-06-11 19:40:00",2,"Round 2","Full Time",+10:00,1591868400,"2020-06-11 21:54:02",M.C.G.,,,2020
5,7,47,Hawthorn,10,100,"2020-06-12 19:50:00",6,17,108,Geelong,7,4745,0,0,"2020-06-12 19:50:00",2,"Round 2","Full Time",+10:00,1591955400,"2020-06-12 22:16:03","Kardinia Park",Geelong,7,2020
9,10,69,Fremantle,6,100,"2020-06-13 13:45:00",9,12,81,"Brisbane Lions",2,4746,0,0,"2020-06-13 13:45:00",2,"Round 2","Full Time",+10:00,1592019900,"2020-06-13 16:12:02",Gabba,"Brisbane Lions",2,2020
6,8,54,Melbourne,11,100,"2020-06-13 16:35:00",11,7,53,Carlton,3,4747,0,0,"2020-06-13 16:35:00",2,"Round 2","Full Time",+10:00,1592030100,"2020-06-13 18:54:03",Docklands,Melbourne,11,2020
10,6,46,"West Coast",17,100,"2020-06-13 19:40:00",6,14,90,"Gold Coast",8,4748,0,0,"2020-06-13 19:40:00",2,"Round 2","Full Time",+10:00,1592041200,"2020-06-13 22:06:03",Carrara,"Gold Coast",8,2020
5,5,35,Adelaide,1,100,"2020-06-13 19:40:00",8,17,110,"Port Adelaide",13,4749,0,0,"2020-06-13 19:10:00",2,"Round 2","Full Time",+10:00,1592041200,"2020-06-13 22:04:02","Adelaide Oval","Port Adelaide",13,2020
8,12,80,"North Melbourne",12,100,"2020-06-14 13:05:00",12,8,60,"Greater Western Sydney",9,4750,0,0,"2020-06-14 13:05:00",2,"Round 2","Full Time",+10:00,1592103900,"2020-06-14 15:34:03","Sydney Showground","North Melbourne",12,2020
7,12,79,Essendon,5,100,"2020-06-14 15:35:00",7,11,73,Sydney,16,4751,0,0,"2020-06-14 15:35:00",2,"Round 2","Full Time",+10:00,1592112900,"2020-06-14 18:04:03",S.C.G.,Essendon,5,2020
