abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
21,27,183,Geelong,7,100,"1996-03-29 20:10:00",8,8,56,Melbourne,11,22172,0,0,"1996-03-29 20:10:00",1,"Round 1",,+11:00,828090600,"2022-11-10 21:19:16",M.C.G.,Geelong,7,1996
8,19,122,Essendon,5,100,"1996-03-30 14:10:00",14,15,104,Richmond,14,22173,0,0,"1996-03-30 14:10:00",1,"Round 1",,+11:00,828155400,"2022-11-10 21:19:16",M.C.G.,Essendon,5,1996
19,15,109,"North Melbourne",12,100,"1996-03-30 14:10:00",13,12,85,"St Kilda",15,22175,0,0,"1996-03-30 14:10:00",1,"Round 1",,+11:00,828155400,"2022-11-10 21:19:16","Waverley Park","North Melbourne",12,1996
14,13,92,Hawthorn,10,100,"1996-03-30 14:10:00",5,11,71,Fitzroy,19,22174,0,0,"1996-03-30 14:10:00",1,"Round 1",,+11:00,828155400,"2022-11-10 21:19:16","Western Oval",Hawthorn,10,1996
12,7,54,"Western Bulldogs",18,100,"1996-03-30 19:40:00",15,21,141,"Brisbane Lions",2,22176,0,0,"1996-03-30 18:40:00",1,"Round 1",,+11:00,828175200,"2022-11-10 21:19:16",Gabba,"Brisbane Lions",2,1996
15,12,87,Collingwood,4,100,"1996-03-31 14:10:00",13,16,109,Carlton,3,22177,0,0,"1996-03-31 13:10:00",1,"Round 1",,+11:00,828241800,"2022-11-10 21:19:16",M.C.G.,Carlton,3,1996
13,9,67,"West Coast",17,100,"1996-03-31 14:10:00",9,6,45,Fremantle,6,22178,0,0,"1996-03-31 11:10:00",1,"Round 1",,+11:00,828241800,"2022-11-10 21:19:16",Subiaco,"West Coast",17,1996
4,6,40,Sydney,16,100,"1996-03-31 17:40:00",10,20,130,Adelaide,1,22179,0,0,"1996-03-31 16:10:00",1,"Round 1",,+11:00,828254400,"2022-11-10 21:19:16","Football Park",Adelaide,1,1996
14,20,134,"St Kilda",15,100,"1996-04-06 14:10:00",8,26,164,Geelong,7,22128,0,0,"1996-04-06 13:10:00",2,"Round 2",,+11:00,828760200,"2022-11-10 21:19:16","Kardinia Park",Geelong,7,1996
14,14,98,Richmond,14,100,"1996-04-06 14:10:00",15,6,51,Hawthorn,10,22129,0,0,"1996-04-06 13:10:00",2,"Round 2",,+11:00,828760200,"2022-11-10 21:19:16","Waverley Park",Richmond,14,1996
7,5,37,"Western Bulldogs",18,100,"1996-04-06 14:10:00",12,26,168,"North Melbourne",12,22127,0,0,"1996-04-06 13:10:00",2,"Round 2",,+11:00,828760200,"2022-11-10 21:19:16",M.C.G.,"North Melbourne",12,1996
7,21,133,Adelaide,1,100,"1996-04-06 14:10:00",11,15,101,Fitzroy,19,22126,0,0,"1996-04-06 13:10:00",2,"Round 2",,+11:00,828760200,"2022-11-10 21:19:16","Western Oval",Adelaide,1,1996
7,16,103,"Brisbane Lions",2,100,"1996-04-06 20:40:00",11,11,77,"West Coast",17,22130,0,0,"1996-04-06 17:40:00",2,"Round 2",,+11:00,828783600,"2022-11-10 21:19:16",W.A.C.A.,"Brisbane Lions",2,1996
11,15,101,Carlton,3,100,"1996-04-07 14:10:00",12,10,72,Essendon,5,22131,0,0,"1996-04-07 13:10:00",2,"Round 2",,+11:00,828846600,"2022-11-10 21:19:16",M.C.G.,Carlton,3,1996
22,13,100,Fremantle,6,100,"1996-04-07 14:10:00",17,9,71,Sydney,16,22132,0,0,"1996-04-07 13:10:00",2,"Round 2",,+11:00,828846600,"2022-11-10 21:19:16",S.C.G.,Fremantle,6,1996
13,11,79,Melbourne,11,100,"1996-04-08 14:10:00",11,27,173,Collingwood,4,22133,0,0,"1996-04-08 13:10:00",2,"Round 2",,+11:00,828933000,"2022-11-10 21:19:16",M.C.G.,Collingwood,4,1996
6,12,78,Geelong,7,100,"1996-04-12 20:40:00",16,21,142,Adelaide,1,22271,0,0,"1996-04-12 19:10:00",3,"Round 3",,+11:00,829302000,"2022-11-10 21:19:17","Football Park",Adelaide,1,1996
21,22,153,"North Melbourne",12,100,"1996-04-13 14:10:00",8,12,80,Hawthorn,10,22273,0,0,"1996-04-13 13:10:00",3,"Round 3",,+11:00,829365000,"2022-11-10 21:19:17","Waverley Park","North Melbourne",12,1996
10,10,70,Fitzroy,19,100,"1996-04-13 14:10:00",19,17,121,"Western Bulldogs",18,22272,0,0,"1996-04-13 13:10:00",3,"Round 3",,+11:00,829365000,"2022-11-10 21:19:17","Western Oval","Western Bulldogs",18,1996
18,15,108,Richmond,14,100,"1996-04-13 19:40:00",12,13,90,"Brisbane Lions",2,22274,0,0,"1996-04-13 18:40:00",3,"Round 3",,+11:00,829384800,"2022-11-10 21:19:17",Gabba,Richmond,14,1996
13,10,73,Collingwood,4,100,"1996-04-14 13:10:00",17,15,107,Sydney,16,22275,0,0,"1996-04-14 12:10:00",3,"Round 3",,+11:00,829447800,"2022-11-10 21:19:17",S.C.G.,Sydney,16,1996
14,6,50,"West Coast",17,100,"1996-04-14 14:10:00",13,16,109,Essendon,5,22276,0,0,"1996-04-14 13:10:00",3,"Round 3",,+11:00,829451400,"2022-11-10 21:19:17","Waverley Park",Essendon,5,1996
10,13,88,"St Kilda",15,100,"1996-04-14 14:10:00",14,14,98,Melbourne,11,22277,0,0,"1996-04-14 13:10:00",3,"Round 3",,+11:00,829451400,"2022-11-10 21:19:17","Princes Park",Melbourne,11,1996
13,6,49,Carlton,3,100,"1996-04-14 16:10:00",12,15,102,Fremantle,6,22278,0,0,"1996-04-14 13:10:00",3,"Round 3",,+11:00,829458600,"2022-11-10 21:19:17",Subiaco,Fremantle,6,1996
11,14,95,"North Melbourne",12,100,"1996-04-19 19:40:00",17,18,125,"Brisbane Lions",2,22180,0,0,"1996-04-19 18:40:00",4,"Round 4",,+11:00,829903200,"2022-11-10 21:19:16",Gabba,"Brisbane Lions",2,1996
14,12,86,Melbourne,11,100,"1996-04-20 14:10:00",7,21,133,Carlton,3,22181,0,0,"1996-04-20 13:10:00",4,"Round 4",,+11:00,829969800,"2022-11-10 21:19:16","Princes Park",Carlton,3,1996
13,8,61,Fremantle,6,100,"1996-04-20 14:10:00",14,14,98,Collingwood,4,22182,0,0,"1996-04-20 13:10:00",4,"Round 4",,+11:00,829969800,"2022-11-10 21:19:16","Victoria Park",Collingwood,4,1996
9,11,75,Fitzroy,19,100,"1996-04-20 14:10:00",16,24,160,"St Kilda",15,22183,0,0,"1996-04-20 13:10:00",4,"Round 4",,+11:00,829969800,"2022-11-10 21:19:16","Waverley Park","St Kilda",15,1996
9,8,57,Hawthorn,10,100,"1996-04-20 14:10:00",9,8,57,"Western Bulldogs",18,22184,0,0,"1996-04-20 13:10:00",4,"Round 4",,+11:00,829969800,"2022-11-10 21:19:16","Western Oval",,,1996
11,9,65,Essendon,5,100,"1996-04-20 20:40:00",23,23,161,Adelaide,1,22185,0,0,"1996-04-20 19:10:00",4,"Round 4",,+11:00,829993200,"2022-11-10 21:19:16","Football Park",Adelaide,1,1996
11,10,71,Sydney,16,100,"1996-04-21 14:10:00",16,9,70,Richmond,14,22186,0,0,"1996-04-21 13:10:00",4,"Round 4",,+11:00,830056200,"2022-11-10 21:19:16","Waverley Park",Sydney,16,1996
10,16,106,Geelong,7,100,"1996-04-21 14:10:00",16,12,88,"West Coast",17,22187,0,0,"1996-04-21 11:10:00",4,"Round 4",,+11:00,830056200,"2022-11-10 21:19:16",Subiaco,Geelong,7,1996
15,17,117,Collingwood,4,100,"1996-04-25 14:10:00",9,16,105,Essendon,5,22215,0,0,"1996-04-25 13:10:00",5,"Round 5",,+11:00,830401800,"2022-11-10 21:19:16",M.C.G.,Collingwood,4,1996
11,8,59,Melbourne,11,100,"1996-04-26 20:40:00",18,13,96,Fremantle,6,22216,0,0,"1996-04-26 17:40:00",5,"Round 5",,+11:00,830511600,"2022-11-10 21:19:16",W.A.C.A.,Fremantle,6,1996
13,12,85,"West Coast",17,100,"1996-04-27 14:10:00",14,12,86,Carlton,3,22218,0,0,"1996-04-27 13:10:00",5,"Round 5",,+11:00,830574600,"2022-11-10 21:19:16","Princes Park",Carlton,3,1996
16,12,88,Richmond,14,100,"1996-04-27 14:10:00",13,13,91,Geelong,7,22219,0,0,"1996-04-27 13:10:00",5,"Round 5",,+11:00,830574600,"2022-11-10 21:19:16","Kardinia Park",Geelong,7,1996
