abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
7,17,109,Richmond,14,100,"2008-03-20 18:10:00",13,11,79,Carlton,3,9231,0,0,"2008-03-20 18:10:00",1,"Round 1","Full Time",+11:00,1205997000,"2022-01-25 11:07:08",M.C.G.,Richmond,14,2008
15,15,105,Geelong,7,100,"2008-03-20 20:15:00",12,14,96,"Port Adelaide",13,9232,0,0,"2008-03-20 19:45:00",1,"Round 1","Full Time",+11:00,1206004500,"2022-01-25 11:07:08","Football Park",Geelong,7,2008
7,13,85,Fremantle,6,100,"2008-03-22 14:10:00",15,16,111,Collingwood,4,9233,0,0,"2008-03-22 14:10:00",1,"Round 1","Full Time",+11:00,1206155400,"2022-01-25 11:07:08",M.C.G.,Collingwood,4,2008
10,11,76,"Brisbane Lions",2,100,"2008-03-22 17:40:00",8,14,92,"West Coast",17,9235,0,0,"2008-03-22 15:40:00",1,"Round 1","Full Time",+11:00,1206168000,"2022-01-25 11:07:08",Subiaco,"West Coast",17,2008
13,6,49,Sydney,16,100,"2008-03-22 19:10:00",15,6,51,"St Kilda",15,9234,0,0,"2008-03-22 19:10:00",1,"Round 1","Full Time",+11:00,1206173400,"2022-01-25 11:07:08",Docklands,"St Kilda",15,2008
15,18,123,Adelaide,1,100,"2008-03-23 13:10:00",12,19,126,"Western Bulldogs",18,9236,0,0,"2008-03-23 13:10:00",1,"Round 1","Full Time",+11:00,1206238200,"2022-01-25 11:07:08",Docklands,"Western Bulldogs",18,2008
14,6,50,Melbourne,11,100,"2008-03-23 16:40:00",16,23,154,Hawthorn,10,9237,0,0,"2008-03-23 16:40:00",1,"Round 1","Full Time",+11:00,1206250800,"2022-01-25 11:07:08",M.C.G.,Hawthorn,10,2008
8,19,122,Essendon,5,100,"2008-03-24 14:10:00",13,9,67,"North Melbourne",12,9238,0,0,"2008-03-24 14:10:00",1,"Round 1","Full Time",+11:00,1206328200,"2022-01-25 11:07:08",Docklands,Essendon,5,2008
16,13,94,Collingwood,4,100,"2008-03-28 19:40:00",18,13,96,"Brisbane Lions",2,9239,0,0,"2008-03-28 18:40:00",2,"Round 2","Full Time",+11:00,1206693600,"2022-01-25 11:07:08",Gabba,"Brisbane Lions",2,2008
17,24,161,"Western Bulldogs",18,100,"2008-03-29 14:10:00",12,9,66,Melbourne,11,9240,0,0,"2008-03-29 14:10:00",2,"Round 2","Full Time",+11:00,1206760200,"2022-01-25 11:07:08",M.C.G.,"Western Bulldogs",18,2008
9,8,57,"West Coast",17,100,"2008-03-29 14:40:00",7,21,133,Adelaide,1,9241,0,0,"2008-03-29 14:10:00",2,"Round 2","Full Time",+11:00,1206762000,"2022-01-25 11:07:08","Football Park",Adelaide,1,2008
16,16,112,Hawthorn,10,100,"2008-03-29 17:40:00",13,14,97,Fremantle,6,9243,0,0,"2008-03-29 15:40:00",2,"Round 2","Full Time",+11:00,1206772800,"2022-01-25 11:07:08",Subiaco,Hawthorn,10,2008
13,12,85,Carlton,3,100,"2008-03-29 19:10:00",11,19,125,"St Kilda",15,9242,0,0,"2008-03-29 19:10:00",2,"Round 2","Full Time",+11:00,1206778200,"2022-01-25 11:07:08",Docklands,"St Kilda",15,2008
12,11,78,"Port Adelaide",13,100,"2008-03-30 13:10:00",14,22,146,Sydney,16,9244,0,0,"2008-03-30 13:10:00",2,"Round 2","Full Time",+11:00,1206843000,"2022-01-25 11:07:08",S.C.G.,Sydney,16,2008
15,6,51,Essendon,5,100,"2008-03-30 14:10:00",18,22,150,Geelong,7,9245,0,0,"2008-03-30 14:10:00",2,"Round 2","Full Time",+11:00,1206846600,"2022-01-25 11:07:08",Docklands,Geelong,7,2008
7,20,127,"North Melbourne",12,100,"2008-03-30 16:40:00",8,13,86,Richmond,14,9246,0,0,"2008-03-30 16:40:00",2,"Round 2","Full Time",+11:00,1206855600,"2022-01-25 11:07:08",M.C.G.,"North Melbourne",12,2008
9,13,87,"St Kilda",15,100,"2008-04-04 19:40:00",11,19,125,"Western Bulldogs",18,9247,0,0,"2008-04-04 19:40:00",3,"Round 3","Full Time",+11:00,1207298400,"2022-01-25 11:07:08",Docklands,"Western Bulldogs",18,2008
12,15,102,Hawthorn,10,100,"2008-04-05 14:10:00",8,13,86,"North Melbourne",12,9248,0,0,"2008-04-05 14:10:00",3,"Round 3","Full Time",+11:00,1207365000,"2022-01-25 11:07:08",Docklands,Hawthorn,10,2008
15,12,87,Fremantle,6,100,"2008-04-05 14:10:00",13,10,73,"West Coast",17,9249,0,0,"2008-04-05 11:10:00",3,"Round 3","Full Time",+11:00,1207365000,"2022-01-25 11:07:08",Subiaco,Fremantle,6,2008
