abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
5,11,71,"Western Bulldogs",18,100,"2022-03-16 19:10:00",13,14,97,Melbourne,11,8662,0,0,"2022-03-16 19:10:00",1,"Round 1","Full Time",+11:00,1647418200,"2022-03-16 21:46:02",M.C.G.,Melbourne,11,2022
10,11,76,Richmond,14,100,"2022-03-17 19:25:00",17,14,101,Carlton,3,8663,0,0,"2022-03-17 19:25:00",1,"Round 1","Full Time",+11:00,1647505500,"2022-03-17 22:02:04",M.C.G.,Carlton,3,2022
12,15,102,Collingwood,4,100,"2022-03-18 19:50:00",13,12,85,"St Kilda",15,8664,0,0,"2022-03-18 19:50:00",1,"Round 1","Full Time",+11:00,1647593400,"2022-03-18 22:34:07",Docklands,Collingwood,4,2022
6,11,72,Essendon,5,100,"2022-03-19 14:10:00",18,20,138,Geelong,7,8665,0,0,"2022-03-19 14:10:00",1,"Round 1","Full Time",+11:00,1647659400,"2022-03-19 16:56:02",M.C.G.,Geelong,7,2022
10,17,112,Sydney,16,100,"2022-03-19 17:10:00",14,13,92,"Greater Western Sydney",9,8666,0,0,"2022-03-19 17:10:00",1,"Round 1","Full Time",+11:00,1647670200,"2022-03-19 19:56:02","Stadium Australia",Sydney,16,2022
9,10,69,"Port Adelaide",13,100,"2022-03-19 20:10:00",14,11,80,"Brisbane Lions",2,8667,0,0,"2022-03-19 19:10:00",1,"Round 1","Full Time",+11:00,1647681000,"2022-03-19 22:56:03",Gabba,"Brisbane Lions",2,2022
10,8,58,"North Melbourne",12,100,"2022-03-20 13:10:00",12,11,78,Hawthorn,10,8668,0,0,"2022-03-20 13:10:00",1,"Round 1","Full Time",+11:00,1647742200,"2022-03-20 15:46:03",M.C.G.,Hawthorn,10,2022
17,11,83,Fremantle,6,100,"2022-03-20 16:10:00",10,12,82,Adelaide,1,8669,0,0,"2022-03-20 15:40:00",1,"Round 1","Full Time",+11:00,1647753000,"2022-03-20 18:50:03","Adelaide Oval",Fremantle,6,2022
11,16,107,"Gold Coast",8,100,"2022-03-20 19:40:00",8,12,80,"West Coast",17,8670,0,0,"2022-03-20 16:40:00",1,"Round 1","Full Time",+11:00,1647765600,"2022-03-20 22:22:02","Perth Stadium","Gold Coast",8,2022
6,16,102,Carlton,3,100,"2022-03-24 19:20:00",12,13,90,"Western Bulldogs",18,8671,0,0,"2022-03-24 19:20:00",2,"Round 2","Full Time",+11:00,1648110000,"2022-03-24 22:01:03",Docklands,Carlton,3,2022
