abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
18,8,66,Richmond,14,100,"2003-03-28 19:40:00",16,13,94,Collingwood,4,10156,0,0,"2003-03-28 19:40:00",1,"Round 1","Full Time",+11:00,1048840800,"2022-01-25 11:07:22",M.C.G.,Collingwood,4,2003
8,11,74,"Port Adelaide",13,100,"2003-03-29 13:10:00",20,17,122,"West Coast",17,10158,0,0,"2003-03-29 10:10:00",1,"Round 1","Full Time",+11:00,1048903800,"2022-01-25 11:07:22",Subiaco,"West Coast",17,2003
10,10,70,"St Kilda",15,100,"2003-03-29 14:10:00",12,14,96,"North Melbourne",12,10157,0,0,"2003-03-29 14:10:00",1,"Round 1","Full Time",+11:00,1048907400,"2022-01-25 11:07:22",M.C.G.,"North Melbourne",12,2003
13,8,61,Essendon,5,100,"2003-03-29 19:10:00",20,14,104,"Brisbane Lions",2,10160,0,0,"2003-03-29 18:10:00",1,"Round 1","Full Time",+11:00,1048925400,"2022-01-25 11:07:22",Gabba,"Brisbane Lions",2,2003
12,10,72,Carlton,3,100,"2003-03-29 19:40:00",14,22,146,Sydney,16,10159,0,0,"2003-03-29 19:40:00",1,"Round 1","Full Time",+11:00,1048927200,"2022-01-25 11:07:22","Stadium Australia",Sydney,16,2003
10,15,100,Hawthorn,10,100,"2003-03-30 14:10:00",10,16,106,Melbourne,11,10162,0,0,"2003-03-30 14:10:00",1,"Round 1","Full Time",+10:00,1048997400,"2022-01-25 11:07:22",M.C.G.,Melbourne,11,2003
13,13,91,Geelong,7,100,"2003-03-30 14:10:00",16,19,130,"Western Bulldogs",18,10161,0,0,"2003-03-30 14:10:00",1,"Round 1","Full Time",+10:00,1048997400,"2022-01-25 11:07:22",Docklands,"Western Bulldogs",18,2003
11,13,89,Fremantle,6,100,"2003-03-30 14:40:00",13,22,145,Adelaide,1,10163,0,0,"2003-03-30 14:10:00",1,"Round 1","Full Time",+10:00,1048999200,"2022-01-25 11:07:22","Football Park",Adelaide,1,2003
11,16,107,Collingwood,4,100,"2003-04-04 19:40:00",13,13,91,Carlton,3,10164,0,0,"2003-04-04 19:40:00",2,"Round 2","Full Time",+10:00,1049449200,"2022-01-25 11:07:22",M.C.G.,Collingwood,4,2003
15,10,75,Melbourne,11,100,"2003-04-05 14:10:00",10,17,112,Essendon,5,10166,0,0,"2003-04-05 14:10:00",2,"Round 2","Full Time",+10:00,1049515800,"2022-01-25 11:07:22",M.C.G.,Essendon,5,2003
