abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
14,11,80,Carlton,3,100,"2021-03-18 19:25:00",15,15,105,Richmond,14,6240,0,0,"2021-03-18 19:25:00",1,"Round 1","Full Time",+11:00,1616055900,"2021-03-18 22:20:03",M.C.G.,Richmond,14,2021
9,10,69,"Western Bulldogs",18,100,"2021-03-19 19:50:00",11,7,53,Collingwood,4,6241,0,0,"2021-03-19 19:50:00",1,"Round 1","Full Time",+11:00,1616143800,"2021-03-19 22:40:02",M.C.G.,"Western Bulldogs",18,2021
10,8,58,Fremantle,6,100,"2021-03-20 13:45:00",14,11,80,Melbourne,11,6242,0,0,"2021-03-20 13:45:00",1,"Round 1","Full Time",+11:00,1616208300,"2021-03-20 16:40:05",M.C.G.,Melbourne,11,2021
13,13,91,Geelong,7,100,"2021-03-20 16:35:00",13,15,103,Adelaide,1,6243,0,0,"2021-03-20 16:05:00",1,"Round 1","Full Time",+11:00,1616218500,"2021-03-20 19:40:04","Adelaide Oval",Adelaide,1,2021
8,14,92,Hawthorn,10,100,"2021-03-20 19:25:00",13,13,91,Essendon,5,6244,0,0,"2021-03-20 19:25:00",1,"Round 1","Full Time",+11:00,1616228700,"2021-03-20 22:20:02",Docklands,Hawthorn,10,2021
11,19,125,Sydney,16,100,"2021-03-20 19:45:00",10,14,94,"Brisbane Lions",2,6245,0,0,"2021-03-20 18:45:00",1,"Round 1","Full Time",+11:00,1616229900,"2021-03-20 22:40:03",Gabba,Sydney,16,2021
15,17,117,"Port Adelaide",13,100,"2021-03-21 13:10:00",11,9,65,"North Melbourne",12,6246,0,0,"2021-03-21 13:10:00",1,"Round 1","Full Time",+11:00,1616292600,"2021-03-21 16:00:04",Docklands,"Port Adelaide",13,2021
8,13,86,"St Kilda",15,100,"2021-03-21 15:20:00",12,11,78,"Greater Western Sydney",9,6247,0,0,"2021-03-21 15:20:00",1,"Round 1","Full Time",+11:00,1616300400,"2021-03-21 18:20:05","Sydney Showground","St Kilda",15,2021
10,8,58,"Gold Coast",8,100,"2021-03-21 18:10:00",11,12,83,"West Coast",17,6248,0,0,"2021-03-21 15:10:00",1,"Round 1","Full Time",+11:00,1616310600,"2021-03-21 21:00:04","Perth Stadium","West Coast",17,2021
10,16,106,Collingwood,4,100,"2021-03-25 19:20:00",7,13,85,Carlton,3,6249,0,0,"2021-03-25 19:20:00",2,"Round 2","Full Time",+11:00,1616660400,"2021-03-25 22:06:02",M.C.G.,Collingwood,4,2021
14,11,80,"Brisbane Lions",2,100,"2021-03-26 19:50:00",9,12,81,Geelong,7,6250,0,0,"2021-03-26 19:50:00",2,"Round 2","Full Time",+11:00,1616748600,"2021-03-26 22:32:02","Kardinia Park",Geelong,7,2021
22,11,88,Adelaide,1,100,"2021-03-27 13:45:00",13,18,121,Sydney,16,6251,0,0,"2021-03-27 13:45:00",2,"Round 2","Full Time",+11:00,1616813100,"2021-03-27 16:30:04",S.C.G.,Sydney,16,2021
11,9,65,Essendon,5,100,"2021-03-27 16:35:00",11,18,119,"Port Adelaide",13,6252,0,0,"2021-03-27 16:05:00",2,"Round 2","Full Time",+11:00,1616823300,"2021-03-27 19:12:02","Adelaide Oval","Port Adelaide",13,2021
19,12,91,Melbourne,11,100,"2021-03-27 19:25:00",7,11,73,"St Kilda",15,6253,0,0,"2021-03-27 19:25:00",2,"Round 2","Full Time",+11:00,1616833500,"2021-03-27 22:06:02",Docklands,Melbourne,11,2021
9,5,39,"North Melbourne",12,100,"2021-03-27 20:10:00",14,14,98,"Gold Coast",8,6254,0,0,"2021-03-27 19:10:00",2,"Round 2","Full Time",+11:00,1616836200,"2021-03-27 22:46:02",Carrara,"Gold Coast",8,2021
12,11,78,Richmond,14,100,"2021-03-28 13:10:00",7,7,49,Hawthorn,10,6255,0,0,"2021-03-28 13:10:00",2,"Round 2","Full Time",+11:00,1616897400,"2021-03-28 15:36:02",M.C.G.,Richmond,14,2021
